"Libellé";"idBank";"Dernière mise à jour";"Période";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Nuitées - Non-résidents - Dans l'hôtellerie - Seine-et-Marne - Série arrêtée";"001786359";"07/03/2019 12:01";"";"5432";"5591";"5552";"5373";"5356";"5628";"5297";"5870";"6229";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Yvelines - Série arrêtée";"001786360";"07/03/2019 12:01";"";"475";"513";"582";"791";"906";"893";"745";"808";"882";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Deux-Sèvres - Série arrêtée";"001786361";"07/03/2019 12:01";"";"36";"45";"40";"34";"38";"45";"55";"50";"46";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Somme - Série arrêtée";"001786362";"07/03/2019 12:01";"";"227";"218";"219";"220";"220";"217";"240";"226";"271";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Tarn - Série arrêtée";"001786363";"07/03/2019 12:01";"";"66";"59";"59";"59";"51";"49";"75";"78";"86";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Tarn-et-Garonne - Série arrêtée";"001786364";"07/03/2019 12:01";"";"29";"26";"28";"29";"28";"28";"39";"43";"48";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Var - Série arrêtée";"001786365";"07/03/2019 12:01";"";"976";"1030";"1060";"1063";"1040";"1121";"1052";"1091";"1113";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Vaucluse - Série arrêtée";"001786366";"07/03/2019 12:01";"";"734";"779";"822";"784";"875";"860";"769";"812";"780";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Vendée - Série arrêtée";"001786367";"07/03/2019 12:01";"";"84";"82";"86";"76";"86";"91";"102";"107";"140";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Vienne - Série arrêtée";"001786368";"07/03/2019 12:01";"";"152";"153";"136";"160";"180";"206";"194";"193";"218";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Haute-Vienne - Série arrêtée";"001786369";"07/03/2019 12:01";"";"76";"70";"73";"83";"80";"84";"83";"96";"98";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Vosges - Série arrêtée";"001786370";"07/03/2019 12:01";"";"223";"226";"243";"201";"175";"178";"176";"193";"211";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Yonne - Série arrêtée";"001786371";"07/03/2019 12:01";"";"167";"155";"153";"146";"170";"166";"145";"152";"162";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Territoire de Belfort - Série arrêtée";"001786372";"07/03/2019 12:01";"";"54";"48";"48";"54";"52";"68";"79";"84";"85";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Essonne - Série arrêtée";"001786373";"07/03/2019 12:01";"";"394";"410";"444";"622";"769";"759";"598";"545";"622";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Hauts-de-Seine - Série arrêtée";"001786374";"07/03/2019 12:01";"";"2183";"2179";"2256";"2412";"2460";"2401";"2220";"2465";"2786";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Seine-Saint-Denis - Série arrêtée";"001786375";"07/03/2019 12:01";"";"1286";"1533";"1606";"1757";"1646";"1606";"1630";"2035";"2277";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Val-de-Marne - Série arrêtée";"001786376";"07/03/2019 12:01";"";"966";"1036";"1068";"1271";"1276";"1268";"1193";"1352";"1425";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Val-d'Oise - Série arrêtée";"001786377";"07/03/2019 12:01";"";"1157";"1128";"1223";"1358";"1507";"1548";"1397";"1532";"1621";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées dans l'hôtellerie - Non-résidents - France entière - Série arrêtée";"001796772";"07/03/2019 12:01";"";"66910";"69244";"70645";"73620";"73553";"74485";"70245";"76426";"82160";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - France métropolitaine - Série arrêtée";"001786281";"07/03/2019 12:01";"";"66456";"68752";"70213";"73144";"72941";"73782";"69543";"75680";"81423";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées dans l'hôtellerie - Non-résidents - Guadeloupe - Série arrêtée";"001796773";"07/03/2019 12:01";"";"127";"135";"114";"126";"127";"162";"193";"264";"251";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées dans l'hôtellerie - Non-résidents - Martinique - Série arrêtée";"001796774";"07/03/2019 12:01";"";"161";"166";"140";"178";"268";"299";"229";"200";"181";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées dans l'hôtellerie - Non-résidents - Guyane - Série arrêtée";"001796775";"07/03/2019 12:01";"";"56";"73";"66";"50";"84";"69";"92";"89";"103";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées dans l'hôtellerie - Non-résidents - Réunion - Série arrêtée";"001796776";"07/03/2019 12:01";"";"111";"118";"113";"123";"134";"145";"148";"184";"195";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Île-de-France - Série arrêtée";"001786252";"07/03/2019 12:01";"";"34291";"36295";"37141";"38893";"38314";"37832";"33725";"38341";"42097";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Centre-Val de Loire - Série arrêtée";"001786256";"07/03/2019 12:01";"";"1320";"1305";"1295";"1352";"1332";"1337";"1160";"1291";"1386";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Bourgogne-Franche-Comté - Série arrêtée";"001786274";"07/03/2019 12:01";"";"1830";"1807";"1781";"1773";"1975";"2147";"1989";"2056";"2133";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Normandie - Série arrêtée";"001786275";"07/03/2019 12:01";"";"1626";"1619";"1665";"1782";"1944";"1823";"1757";"1879";"2002";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Hauts-de-France - Série arrêtée";"001786276";"07/03/2019 12:01";"";"1993";"1977";"1983";"2020";"2213";"2276";"2398";"2309";"2546";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Grand Est - Série arrêtée";"001786277";"07/03/2019 12:01";"";"3957";"4003";"3990";"4298";"4399";"4410";"4477";"4762";"5121";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Pays de la Loire - Série arrêtée";"001786263";"07/03/2019 12:01";"";"622";"643";"653";"664";"644";"730";"761";"806";"915";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Bretagne - Série arrêtée";"001786264";"07/03/2019 12:01";"";"1079";"1011";"1045";"1072";"1156";"1165";"1131";"1210";"1326";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Nouvelle-Aquitaine - Série arrêtée";"001786278";"07/03/2019 12:01";"";"1978";"1999";"2036";"2167";"2338";"2532";"2629";"2755";"2957";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Occitanie - Série arrêtée";"001786279";"07/03/2019 12:01";"";"4470";"4019";"4062";"3997";"3958";"4004";"4110";"4360";"4439";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Auvergne-Rhône-Alpes - Série arrêtée";"001786280";"07/03/2019 12:01";"";"4665";"4922";"5090";"5504";"5144";"5702";"6092";"6107";"6400";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Provence-Alpes-Côte d'Azur - Série arrêtée";"001786272";"07/03/2019 12:01";"";"7799";"8377";"8676";"8816";"8722";"9024";"8450";"8985";"9201";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Non-résidents - Dans l'hôtellerie - Corse - Série arrêtée";"001786273";"07/03/2019 12:01";"";"824";"775";"792";"805";"803";"797";"865";"819";"901";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nombre de nuitées - Résidents - dans l'hôtellerie - France entière - Série arrêtée";"010054770";"07/03/2019 12:01";"";"132338";"136573";"135166";"131481";"128341";"131270";"133632";"137849";"137309";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nombre de nuitées - Résidents - dans l'hôtellerie - Guadeloupe - Série arrêtée";"010055206";"07/03/2019 12:01";"";"873";"962";"966";"945";"824";"810";"807";"973";"1027";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nombre de nuitées - Résidents - dans l'hôtellerie - Martinique - Série arrêtée";"010055207";"07/03/2019 12:01";"";"1143";"1162";"1126";"1131";"920";"924";"965";"1096";"1161";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nombre de nuitées - Résidents - dans l'hôtellerie - Guyane - Série arrêtée";"010055208";"07/03/2019 12:01";"";"283";"274";"285";"279";"239";"285";"266";"282";"301";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nombre de nuitées - Résidents - dans l'hôtellerie - Réunion - Série arrêtée";"010055209";"07/03/2019 12:01";"";"755";"850";"840";"850";"790";"886";"1006";"1168";"1281";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Ain - Série arrêtée";"001771753";"07/03/2019 12:01";"";"1091";"1125";"1182";"1235";"1202";"1247";"1272";"1335";"1317";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Aisne - Série arrêtée";"001771754";"07/03/2019 12:01";"";"538";"519";"517";"485";"507";"510";"517";"563";"556";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Allier - Série arrêtée";"001771755";"07/03/2019 12:01";"";"821";"821";"815";"797";"767";"791";"813";"830";"825";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Alpes-de-Haute-Provence - Série arrêtée";"001771756";"07/03/2019 12:01";"";"648";"681";"727";"688";"674";"699";"685";"701";"739";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Hautes-Alpes - Série arrêtée";"001771757";"07/03/2019 12:01";"";"1005";"930";"1015";"959";"920";"890";"927";"899";"935";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Alpes-Maritimes - Série arrêtée";"001771758";"07/03/2019 12:01";"";"8646";"9003";"9116";"8917";"8682";"8974";"8609";"9139";"9051";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Ardèche - Série arrêtée";"001771759";"07/03/2019 12:01";"";"535";"558";"546";"561";"517";"588";"616";"635";"618";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Ardennes - Série arrêtée";"001771760";"07/03/2019 12:01";"";"268";"273";"284";"315";"324";"303";"299";"309";"310";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Ariège - Série arrêtée";"001771761";"07/03/2019 12:01";"";"263";"256";"258";"236";"235";"234";"234";"249";"234";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Aube - Série arrêtée";"001771762";"07/03/2019 12:01";"";"654";"677";"697";"685";"701";"710";"737";"771";"808";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Aude - Série arrêtée";"001771763";"07/03/2019 12:01";"";"1077";"1119";"1071";"1071";"1009";"1058";"1075";"1083";"1161";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Aveyron - Série arrêtée";"001771764";"07/03/2019 12:01";"";"875";"841";"832";"756";"739";"759";"739";"724";"692";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Bouches-du-Rhône - Série arrêtée";"001771765";"07/03/2019 12:01";"";"5154";"5557";"5476";"5716";"5629";"5704";"5791";"6180";"6432";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Calvados - Série arrêtée";"001771766";"07/03/2019 12:01";"";"3004";"3097";"3015";"3084";"3132";"3110";"3120";"3228";"3383";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Cantal - Série arrêtée";"001771767";"07/03/2019 12:01";"";"496";"499";"489";"475";"465";"505";"505";"487";"472";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Charente - Série arrêtée";"001771768";"07/03/2019 12:01";"";"424";"452";"464";"464";"427";"439";"455";"457";"454";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Charente-Maritime - Série arrêtée";"001771769";"07/03/2019 12:01";"";"2028";"2203";"2130";"2218";"2146";"2239";"2246";"2257";"2320";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Cher - Série arrêtée";"001771770";"07/03/2019 12:01";"";"639";"623";"632";"603";"617";"653";"677";"675";"660";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Corrèze - Série arrêtée";"001771771";"07/03/2019 12:01";"";"534";"555";"539";"512";"487";"498";"518";"521";"529";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Côte-d'Or - Série arrêtée";"001771772";"07/03/2019 12:01";"";"2320";"2409";"2341";"2322";"2355";"2484";"2459";"2507";"2534";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Côtes-d'Armor - Série arrêtée";"001771773";"07/03/2019 12:01";"";"984";"1066";"1073";"1053";"1046";"1113";"1124";"1196";"1183";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Creuse - Série arrêtée";"001771774";"07/03/2019 12:01";"";"145";"148";"142";"135";"128";"128";"136";"131";"127";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Dordogne - Série arrêtée";"001771775";"07/03/2019 12:01";"";"1010";"1074";"1050";"1030";"1037";"1032";"1018";"1062";"1040";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Doubs - Série arrêtée";"001771776";"07/03/2019 12:01";"";"1002";"1002";"943";"938";"945";"1052";"1005";"1074";"1071";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Drôme - Série arrêtée";"001771777";"07/03/2019 12:01";"";"1236";"1176";"1148";"1187";"1100";"1197";"1212";"1245";"1304";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Eure - Série arrêtée";"001771778";"07/03/2019 12:01";"";"585";"600";"605";"615";"592";"569";"565";"599";"623";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Eure-et-Loir - Série arrêtée";"001771779";"07/03/2019 12:01";"";"604";"616";"616";"612";"612";"630";"651";"688";"715";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Finistère - Série arrêtée";"001771780";"07/03/2019 12:01";"";"1632";"1698";"1697";"1681";"1695";"1788";"1843";"1925";"1910";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Corse-du-Sud - Série arrêtée";"001771781";"07/03/2019 12:01";"";"1749";"1688";"1723";"1732";"1659";"1735";"1829";"1956";"1941";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Haute-Corse - Série arrêtée";"001771782";"07/03/2019 12:01";"";"1360";"1331";"1332";"1314";"1222";"1296";"1306";"1314";"1368";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Gard - Série arrêtée";"001771783";"07/03/2019 12:01";"";"1371";"1403";"1448";"1381";"1357";"1411";"1423";"1487";"1448";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Haute-Garonne - Série arrêtée";"001771785";"07/03/2019 12:01";"";"2577";"2630";"2840";"2779";"2766";"2801";"2990";"3110";"3036";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Gers - Série arrêtée";"001771786";"07/03/2019 12:01";"";"257";"259";"251";"245";"240";"233";"247";"244";"234";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Gironde - Série arrêtée";"001771787";"07/03/2019 12:01";"";"3513";"3739";"3670";"3785";"3770";"4090";"4292";"4422";"4440";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Hérault - Série arrêtée";"001771784";"07/03/2019 12:01";"";"3071";"3189";"3162";"3190";"3167";"3161";"3155";"3228";"3290";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Ille-et-Vilaine - Série arrêtée";"001771788";"07/03/2019 12:01";"";"2519";"2590";"2643";"2649";"2709";"2807";"2864";"2935";"2988";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Indre - Série arrêtée";"001771789";"07/03/2019 12:01";"";"425";"422";"422";"405";"397";"389";"391";"407";"412";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Indre-et-Loire - Série arrêtée";"001771790";"07/03/2019 12:01";"";"1757";"1774";"1755";"1712";"1707";"1773";"1780";"1811";"1902";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Isère - Série arrêtée";"001771791";"07/03/2019 12:01";"";"2232";"2429";"2460";"2504";"2338";"2428";"2526";"2557";"2604";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Jura - Série arrêtée";"001771792";"07/03/2019 12:01";"";"567";"560";"550";"534";"509";"539";"550";"518";"500";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Landes - Série arrêtée";"001771793";"07/03/2019 12:01";"";"1147";"1150";"1087";"1074";"1057";"1113";"1145";"1144";"1128";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Loir-et-Cher - Série arrêtée";"001771794";"07/03/2019 12:01";"";"885";"895";"918";"900";"883";"923";"942";"967";"977";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
"Nuitées - Totales - Dans l'hôtellerie - Loire - Série arrêtée";"001771795";"07/03/2019 12:01";"";"783";"808";"797";"773";"746";"764";"711";"721";"701";"";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";"";""
